epoch,edge_final_output_loss,edge_final_output_my_mean_iou,edge_side_output_1_loss,edge_side_output_1_my_mean_iou,edge_side_output_2_loss,edge_side_output_2_my_mean_iou,edge_side_output_3_loss,edge_side_output_3_my_mean_iou,edge_side_output_4_loss,edge_side_output_4_my_mean_iou,line_final_output_loss,line_final_output_my_mean_iou,line_side_output_1_loss,line_side_output_1_my_mean_iou,line_side_output_2_loss,line_side_output_2_my_mean_iou,line_side_output_3_loss,line_side_output_3_my_mean_iou,line_side_output_4_loss,line_side_output_4_my_mean_iou,loss,surface_final_output_loss,surface_final_output_my_mean_iou,surface_side_output_1_loss,surface_side_output_1_my_mean_iou,surface_side_output_2_loss,surface_side_output_2_my_mean_iou,surface_side_output_3_loss,surface_side_output_3_my_mean_iou,surface_side_output_4_loss,surface_side_output_4_my_mean_iou,surface_side_output_5_loss,surface_side_output_5_my_mean_iou,val_edge_final_output_loss,val_edge_final_output_my_mean_iou,val_edge_side_output_1_loss,val_edge_side_output_1_my_mean_iou,val_edge_side_output_2_loss,val_edge_side_output_2_my_mean_iou,val_edge_side_output_3_loss,val_edge_side_output_3_my_mean_iou,val_edge_side_output_4_loss,val_edge_side_output_4_my_mean_iou,val_line_final_output_loss,val_line_final_output_my_mean_iou,val_line_side_output_1_loss,val_line_side_output_1_my_mean_iou,val_line_side_output_2_loss,val_line_side_output_2_my_mean_iou,val_line_side_output_3_loss,val_line_side_output_3_my_mean_iou,val_line_side_output_4_loss,val_line_side_output_4_my_mean_iou,val_loss,val_surface_final_output_loss,val_surface_final_output_my_mean_iou,val_surface_side_output_1_loss,val_surface_side_output_1_my_mean_iou,val_surface_side_output_2_loss,val_surface_side_output_2_my_mean_iou,val_surface_side_output_3_loss,val_surface_side_output_3_my_mean_iou,val_surface_side_output_4_loss,val_surface_side_output_4_my_mean_iou,val_surface_side_output_5_loss,val_surface_side_output_5_my_mean_iou
0,0.2401241809129715,0.49673715233802795,0.5112380981445312,0.4967338442802429,0.5090997815132141,0.49673715233802795,0.5088722705841064,0.49673715233802795,0.5087271928787231,0.49673715233802795,0.2370767444372177,0.4982481896877289,0.5056456923484802,0.4982426166534424,0.5062743425369263,0.4982481896877289,0.5061419010162354,0.4982481896877289,0.5063474774360657,0.4982481896877289,1.8207811117172241,0.24940386414527893,0.9293664693832397,0.1373690515756607,0.6267814636230469,0.0930117666721344,0.7169373035430908,0.05653580278158188,0.8332916498184204,0.03328712284564972,0.8988051414489746,0.030728833749890327,0.9136986136436462,0.2418789118528366,0.49585652351379395,0.5118913054466248,0.49585551023483276,0.5100706219673157,0.49585652351379395,0.5098832249641418,0.49585652351379395,0.5096779465675354,0.49585652351379395,0.2380186915397644,0.49777457118034363,0.5060493350028992,0.4977693557739258,0.5066516995429993,0.49777457118034363,0.5065203905105591,0.49777457118034363,0.5067106485366821,0.49777457118034363,1.908851981163025,0.2764405608177185,0.7889856100082397,0.13494090735912323,0.6374110579490662,0.10096769779920578,0.6992384195327759,0.08365397155284882,0.7629785537719727,0.08033963292837143,0.7803702354431152,0.08815910667181015,0.7689691781997681
1,0.240122988820076,0.49673715233802795,0.5113065242767334,0.4967338442802429,0.5088974833488464,0.49673715233802795,0.5086721777915955,0.49673715233802795,0.5084556341171265,0.49673715233802795,0.2370808869600296,0.4982481896877289,0.5056460499763489,0.4982426166534424,0.5061331391334534,0.4982481896877289,0.5059957504272461,0.4982481896877289,0.5061540007591248,0.4982481896877289,1.819607138633728,0.24920335412025452,0.9301761388778687,0.13716155290603638,0.6413012742996216,0.09275658428668976,0.7242337465286255,0.056179631501436234,0.8352309465408325,0.03279443085193634,0.8994144201278687,0.03023088164627552,0.9151268005371094,0.24187584221363068,0.49585652351379395,0.5119656324386597,0.4958554208278656,0.5098483562469482,0.49585652351379395,0.509651780128479,0.49585652351379395,0.5093691349029541,0.49585652351379395,0.23802386224269867,0.49777457118034363,0.5060495734214783,0.4977693557739258,0.5065061450004578,0.49777457118034363,0.5063719749450684,0.49777457118034363,0.5065180659294128,0.49777457118034363,1.908976435661316,0.27630695700645447,0.7906569242477417,0.13481055200099945,0.6351621150970459,0.10073800384998322,0.6995709538459778,0.08286277204751968,0.7636215686798096,0.08106459677219391,0.7816430330276489,0.08944506198167801,0.7722565531730652
2,0.24012230336666107,0.49673715233802795,0.5113845467567444,0.49673357605934143,0.508689284324646,0.49673715233802795,0.5084662437438965,0.49673715233802795,0.5081916451454163,0.49673715233802795,0.23708561062812805,0.4982481896877289,0.505646288394928,0.4982427954673767,0.5060021281242371,0.4982481896877289,0.5058620572090149,0.4982481896877289,0.5059809684753418,0.4982481896877289,1.8192371129989624,0.24920876324176788,0.929642915725708,0.13718447089195251,0.6389504671096802,0.09269683063030243,0.7223846316337585,0.05609611049294472,0.8346711993217468,0.032843757420778275,0.898695707321167,0.030175838619470596,0.9151912927627563,0.2418736219406128,0.49585652351379395,0.5120400190353394,0.49585530161857605,0.5096395015716553,0.49585652351379395,0.5094377994537354,0.49585652351379395,0.5091034173965454,0.49585652351379395,0.23802854120731354,0.49777457118034363,0.5060496926307678,0.4977692663669586,0.5063921213150024,0.49777457118034363,0.5062587261199951,0.49777457118034363,0.5063731074333191,0.49777457118034363,1.9092830419540405,0.2766962945461273,0.7893489599227905,0.13496586680412292,0.6378570795059204,0.10082858055830002,0.6990017294883728,0.08321520686149597,0.7628371715545654,0.08128350228071213,0.7805608510971069,0.0894598439335823,0.7713152766227722
3,0.24012266099452972,0.49673715233802795,0.5114626288414001,0.49673330783843994,0.5084981322288513,0.49673715233802795,0.5082797408103943,0.49673715233802795,0.5079676508903503,0.49673715233802795,0.23708993196487427,0.4982481896877289,0.505646288394928,0.49824288487434387,0.50589919090271,0.4982481896877289,0.5057604312896729,0.4982481896877289,0.5058510303497314,0.4982481896877289,1.8189648389816284,0.24921779334545135,0.9298339486122131,0.13718073070049286,0.6414094567298889,0.09275218099355698,0.7230674028396606,0.05615875869989395,0.8349589109420776,0.032773375511169434,0.8993642926216125,0.03015919029712677,0.9153053164482117,0.2418721467256546,0.49585652351379395,0.5121097564697266,0.4958552122116089,0.5094515085220337,0.49585652351379395,0.5092491507530212,0.49585652351379395,0.5088823437690735,0.49585652351379395,0.2380325347185135,0.49777457118034363,0.5060496926307678,0.4977692663669586,0.5063005685806274,0.49777457118034363,0.5061699748039246,0.49777457118034363,0.5062620639801025,0.49777457118034363,1.9090648889541626,0.27657222747802734,0.7891144752502441,0.13494133949279785,0.6373366713523865,0.10070532560348511,0.6990413665771484,0.08284016698598862,0.7628363370895386,0.0812503844499588,0.7806966304779053,0.09010271728038788,0.7709325551986694
4,0.2401231974363327,0.49673715233802795,0.5115368366241455,0.4967331290245056,0.5083277821540833,0.49673715233802795,0.5081155896186829,0.49673715233802795,0.507779061794281,0.49673715233802795,0.23709356784820557,0.4982481896877289,0.5056462287902832,0.49824297428131104,0.5058154463768005,0.4982481896877289,0.5056795477867126,0.4982481896877289,0.5057503581047058,0.4982481896877289,1.8186999559402466,0.24920319020748138,0.9297772645950317,0.1371845304965973,0.6422686576843262,0.09277146309614182,0.7231698036193848,0.056116070598363876,0.83503258228302,0.03274413198232651,0.8993158340454102,0.030156010761857033,0.9150956273078918,0.24187131226062775,0.49585652351379395,0.5121762156486511,0.4958550035953522,0.5092788934707642,0.49585652351379395,0.5090795159339905,0.49585652351379395,0.5086936354637146,0.49585652351379395,0.23803596198558807,0.49777457118034363,0.5060495734214783,0.49776917695999146,0.5062254071235657,0.49777457118034363,0.5060982704162598,0.49777457118034363,0.5061737298965454,0.49777457118034363,1.9087035655975342,0.2766086757183075,0.7893187999725342,0.13493071496486664,0.6373376846313477,0.10071344673633575,0.6989998817443848,0.08285481482744217,0.7628042697906494,0.08116030693054199,0.7807187438011169,0.08981583267450333,0.7713853716850281
5,0.24012401700019836,0.49673715233802795,0.5116093754768372,0.4967328608036041,0.5081720352172852,0.49673715233802795,0.5079674124717712,0.49673715233802795,0.5076161623001099,0.49673715233802795,0.23709671199321747,0.4982481896877289,0.5056460499763489,0.4982427954673767,0.5057452917098999,0.4982481896877289,0.5056127905845642,0.4982481896877289,0.5056679844856262,0.4982481896877289,1.8185508251190186,0.24922576546669006,0.9295607805252075,0.13714894652366638,0.6371761560440063,0.09269462525844574,0.7214729189872742,0.056160055100917816,0.8343837261199951,0.03283144161105156,0.899107038974762,0.03014717996120453,0.9153932332992554,0.24187102913856506,0.49585652351379395,0.5122390985488892,0.49585479497909546,0.509122371673584,0.49585652351379395,0.5089285373687744,0.49585652351379395,0.5085325837135315,0.49585652351379395,0.23803886771202087,0.49777457118034363,0.5060494542121887,0.49776917695999146,0.5061631798744202,0.49777457118034363,0.5060398578643799,0.49777457118034363,0.506102979183197,0.49777457118034363,1.9079811573028564,0.276442289352417,0.7899938821792603,0.1347905546426773,0.6354418396949768,0.1005144715309143,0.6990057229995728,0.08266347646713257,0.7631586790084839,0.08079972863197327,0.7813930511474609,0.08959607779979706,0.7717517614364624
6,0.2401251643896103,0.49673715233802795,0.5116813778877258,0.49673253297805786,0.508030891418457,0.49673715233802795,0.5078351497650146,0.49673715233802795,0.5074770450592041,0.49673715233802795,0.23709948360919952,0.4982481896877289,0.5056458115577698,0.49824297428131104,0.5056859850883484,0.4982481896877289,0.5055574774742126,0.4982481896877289,0.505601167678833,0.4982481896877289,1.8183070421218872,0.2491997629404068,0.9297931790351868,0.13714274764060974,0.6413648128509521,0.09270528703927994,0.7230625152587891,0.05607766658067703,0.8350393772125244,0.03275744989514351,0.8993034362792969,0.03015272505581379,0.9150364398956299,0.24187110364437103,0.49585652351379395,0.5123010277748108,0.49585479497909546,0.5089765191078186,0.49585652351379395,0.5087893009185791,0.49585652351379395,0.508388876914978,0.49585652351379395,0.23804156482219696,0.49777457118034363,0.5060492157936096,0.49776917695999146,0.5061076283454895,0.49777457118034363,0.5059881806373596,0.49777457118034363,0.5060409903526306,0.49777457118034363,1.9083713293075562,0.2765774726867676,0.7892873287200928,0.1348346769809723,0.6363350749015808,0.10063806176185608,0.6989587545394897,0.08283606171607971,0.7628952264785767,0.08117395639419556,0.7808244228363037,0.08998619765043259,0.7712587118148804
7,0.24012644588947296,0.49673715233802795,0.5117535591125488,0.49673235416412354,0.5079010128974915,0.49673715233802795,0.5077148079872131,0.49673715233802795,0.5073556303977966,0.49673715233802795,0.23710207641124725,0.4982481896877289,0.5056455135345459,0.49824297428131104,0.505633533000946,0.4982481896877289,0.5055091381072998,0.4982481896877289,0.5055432915687561,0.4982481896877289,1.8181672096252441,0.24921123683452606,0.9297446012496948,0.13714587688446045,0.6397377252578735,0.09270407259464264,0.7223088145256042,0.05609314888715744,0.8348070383071899,0.03275328874588013,0.899404764175415,0.030139252543449402,0.9153356552124023,0.24187161028385162,0.49585652351379395,0.5123628973960876,0.49585437774658203,0.5088409781455994,0.49585652351379395,0.5086609721183777,0.49585652351379395,0.5082606673240662,0.49585652351379395,0.23804400861263275,0.49777457118034363,0.5060489773750305,0.4977692663669586,0.5060583353042603,0.49777457118034363,0.5059428215026855,0.49777457118034363,0.5059874057769775,0.49777457118034363,1.9078904390335083,0.2764287292957306,0.7896826267242432,0.13480792939662933,0.6356156468391418,0.1005031019449234,0.6989548206329346,0.08247824013233185,0.7629003524780273,0.08093250542879105,0.7811102867126465,0.0900944396853447,0.7714062929153442
8,0.24012762308120728,0.49673715233802795,0.5118246078491211,0.49673226475715637,0.5077818632125854,0.49673715233802795,0.5076047778129578,0.49673715233802795,0.5072476863861084,0.49673715233802795,0.23710426688194275,0.4982481896877289,0.5056451559066772,0.4982430636882782,0.505586564540863,0.4982481896877289,0.5054656863212585,0.4982481896877289,0.5054924488067627,0.4982481896877289,1.8180196285247803,0.2492014616727829,0.9297096729278564,0.13712722063064575,0.6404422521591187,0.09269414842128754,0.7227416038513184,0.056095413863658905,0.8348737955093384,0.032752614468336105,0.8993148803710938,0.030135495588183403,0.9151748418807983,0.2418724000453949,0.49585652351379395,0.5124226808547974,0.49585428833961487,0.5087194442749023,0.49585652351379395,0.5085461139678955,0.49585652351379395,0.5081496834754944,0.49585652351379395,0.23804618418216705,0.49777457118034363,0.5060487389564514,0.4977692663669586,0.506015956401825,0.49777457118034363,0.5059037804603577,0.49777457118034363,0.5059415102005005,0.49777457118034363,1.9078973531723022,0.27647170424461365,0.7896652221679688,0.13474804162979126,0.6350487470626831,0.10052051395177841,0.6990110874176025,0.0826522558927536,0.7630025148391724,0.08105522394180298,0.7811161279678345,0.09009046852588654,0.7714736461639404
9,0.24012893438339233,0.49673715233802795,0.511894941329956,0.4967317283153534,0.5076751112937927,0.49673715233802795,0.5075066089630127,0.49673715233802795,0.5071555972099304,0.49673715233802795,0.23710638284683228,0.4982481896877289,0.5056447982788086,0.4982430636882782,0.5055453777313232,0.4982481896877289,0.5054280161857605,0.4982481896877289,0.505448579788208,0.4982481896877289,1.8178846836090088,0.24919821321964264,0.9299092292785645,0.13710404932498932,0.6398322582244873,0.09267109632492065,0.7223778963088989,0.056073613464832306,0.8348109722137451,0.032738953828811646,0.8994476199150085,0.030137820169329643,0.9153575897216797,0.24187339842319489,0.49585652351379395,0.5124833583831787,0.49585428833961487,0.5086072683334351,0.49585652351379395,0.5084407329559326,0.49585652351379395,0.5080509185791016,0.49585652351379395,0.23804830014705658,0.49777457118034363,0.5060485005378723,0.4977693557739258,0.5059766173362732,0.49777457118034363,0.5058678388595581,0.49777457118034363,0.5058996677398682,0.49777457118034363,1.9073952436447144,0.2764333188533783,0.7896043062210083,0.13479837775230408,0.6357506513595581,0.10048830509185791,0.6988950371742249,0.08247802406549454,0.7628681659698486,0.08068414032459259,0.7810318470001221,0.08980688452720642,0.7714694738388062
