epoch,edge_final_output_loss,edge_final_output_mean_io_u,edge_side_output_1_loss,edge_side_output_1_mean_io_u,edge_side_output_2_loss,edge_side_output_2_mean_io_u,edge_side_output_3_loss,edge_side_output_3_mean_io_u,edge_side_output_4_loss,edge_side_output_4_mean_io_u,line_final_output_loss,line_final_output_mean_io_u,line_side_output_1_loss,line_side_output_1_mean_io_u,line_side_output_2_loss,line_side_output_2_mean_io_u,line_side_output_3_loss,line_side_output_3_mean_io_u,line_side_output_4_loss,line_side_output_4_mean_io_u,loss,surface_final_output_loss,surface_final_output_mean_io_u,surface_side_output_1_loss,surface_side_output_1_mean_io_u,surface_side_output_2_loss,surface_side_output_2_mean_io_u,surface_side_output_3_loss,surface_side_output_3_mean_io_u,surface_side_output_4_loss,surface_side_output_4_mean_io_u,surface_side_output_5_loss,surface_side_output_5_mean_io_u,val_edge_final_output_loss,val_edge_final_output_mean_io_u,val_edge_side_output_1_loss,val_edge_side_output_1_mean_io_u,val_edge_side_output_2_loss,val_edge_side_output_2_mean_io_u,val_edge_side_output_3_loss,val_edge_side_output_3_mean_io_u,val_edge_side_output_4_loss,val_edge_side_output_4_mean_io_u,val_line_final_output_loss,val_line_final_output_mean_io_u,val_line_side_output_1_loss,val_line_side_output_1_mean_io_u,val_line_side_output_2_loss,val_line_side_output_2_mean_io_u,val_line_side_output_3_loss,val_line_side_output_3_mean_io_u,val_line_side_output_4_loss,val_line_side_output_4_mean_io_u,val_loss,val_surface_final_output_loss,val_surface_final_output_mean_io_u,val_surface_side_output_1_loss,val_surface_side_output_1_mean_io_u,val_surface_side_output_2_loss,val_surface_side_output_2_mean_io_u,val_surface_side_output_3_loss,val_surface_side_output_3_mean_io_u,val_surface_side_output_4_loss,val_surface_side_output_4_mean_io_u,val_surface_side_output_5_loss,val_surface_side_output_5_mean_io_u
10,0.0427769236266613,0.4939419627189636,0.020400632172822952,0.4939418435096741,0.014785152859985828,0.4939419627189636,0.014441857114434242,0.4939419627189636,0.015123419463634491,0.4939419627189636,0.02555171214044094,0.4966445863246918,0.015190958976745605,0.4966426491737366,0.006425328087061644,0.4966445863246918,0.0064165894873440266,0.4966445863246918,0.006119407247751951,0.4966445863246918,0.8547805547714233,0.15806233882904053,0.37187105417251587,0.2335710972547531,0.3718620240688324,0.1821296215057373,0.37187105417251587,0.14030231535434723,0.37187105417251587,0.10338804870843887,0.37187105417251587,0.08675946295261383,0.3731900155544281,0.02643728442490101,0.49670445919036865,0.011021875776350498,0.49670445919036865,0.007968242280185223,0.49670445919036865,0.00763179175555706,0.49670445919036865,0.008077059872448444,0.49670445919036865,0.014595959335565567,0.49826616048812866,0.007872076705098152,0.49826616048812866,0.0031874508131295443,0.49826616048812866,0.003135671839118004,0.49826616048812866,0.0028480456676334143,0.49826616048812866,0.5604060888290405,0.13125401735305786,0.4369184970855713,0.13423976302146912,0.4369186460971832,0.106381855905056,0.4369184970855713,0.08461402356624603,0.4369184970855713,0.062323760241270065,0.4369184970855713,0.059921640902757645,0.43938273191452026
11,0.04249715432524681,0.4939419627189636,0.020136967301368713,0.4939418435096741,0.014616483822464943,0.4939419627189636,0.014283734373748302,0.4939419627189636,0.015002289786934853,0.4939419627189636,0.025339677929878235,0.4966445863246918,0.0150270015001297,0.4966435730457306,0.006355890538543463,0.4966445863246918,0.0062946779653429985,0.4966445863246918,0.005997559055685997,0.4966445863246918,0.8431219458580017,0.15283234417438507,0.37187105417251587,0.23074133694171906,0.37186354398727417,0.18152958154678345,0.37187105417251587,0.13957610726356506,0.37187105417251587,0.10210307687520981,0.37187105417251587,0.0843517929315567,0.37349364161491394,0.02602981962263584,0.49670445919036865,0.010894406586885452,0.49670445919036865,0.007915436290204525,0.49670445919036865,0.007695713546127081,0.49670445919036865,0.007775227073580027,0.49670445919036865,0.014587674289941788,0.49826616048812866,0.007769490126520395,0.49826616048812866,0.003145052818581462,0.49826616048812866,0.002939987927675247,0.49826616048812866,0.0028734549414366484,0.49826616048812866,0.5410162210464478,0.11227915436029434,0.4369184970855713,0.132169708609581,0.43691858649253845,0.10617490112781525,0.4369184970855713,0.0834493339061737,0.4369184970855713,0.06398840993642807,0.4369184970855713,0.0637996718287468,0.4389970004558563
12,0.04215842857956886,0.4939419627189636,0.01994132809340954,0.4939418435096741,0.014439787715673447,0.4939419627189636,0.014100867323577404,0.4939419627189636,0.0149415023624897,0.4939419627189636,0.025122294202446938,0.4966445863246918,0.01487056352198124,0.4966440498828888,0.006283538416028023,0.4966445863246918,0.006141360383480787,0.4966445863246918,0.005822983104735613,0.4966445863246918,0.8387109637260437,0.15228648483753204,0.37187105417251587,0.2275211662054062,0.3718659579753876,0.18022237718105316,0.37187105417251587,0.13816790282726288,0.37187105417251587,0.10311824083328247,0.37187105417251587,0.08654218167066574,0.37381890416145325,0.026052920147776604,0.49670445919036865,0.010764156468212605,0.49670445919036865,0.007810903713107109,0.49670445919036865,0.007759614381939173,0.49670445919036865,0.007599201053380966,0.49670445919036865,0.014393657445907593,0.49826616048812866,0.007677599787712097,0.49826616048812866,0.0031311374623328447,0.49826616048812866,0.002890389645472169,0.49826616048812866,0.002790466882288456,0.49826616048812866,0.5366611480712891,0.11482261121273041,0.4369184970855713,0.13107408583164215,0.43691855669021606,0.10554449260234833,0.4369184970855713,0.08319519460201263,0.4369184970855713,0.059944137930870056,0.4369184970855713,0.06027373671531677,0.440125972032547
13,0.04183897748589516,0.4939419627189636,0.0196964330971241,0.4939418435096741,0.014244980178773403,0.4939419627189636,0.013912679627537727,0.4939419627189636,0.014841098338365555,0.4939419627189636,0.024884892627596855,0.4966445863246918,0.01468010526150465,0.4966435432434082,0.00620496878400445,0.4966445863246918,0.006018555723130703,0.4966445863246918,0.0056853829883039,0.4966445863246918,0.8183467984199524,0.14298777282238007,0.37187105417251587,0.22563208639621735,0.3718664348125458,0.17945650219917297,0.37187105417251587,0.13632036745548248,0.37187105417251587,0.09883459657430649,0.37187105417251587,0.08103510737419128,0.37467023730278015,0.025333963334560394,0.49670445919036865,0.010624857619404793,0.49670445919036865,0.007683257572352886,0.49670445919036865,0.0074729821644723415,0.49670445919036865,0.007757284212857485,0.49670445919036865,0.014323514886200428,0.49826616048812866,0.007576167583465576,0.49826616048812866,0.003082189941778779,0.49826616048812866,0.002795942360535264,0.49826616048812866,0.0027116613928228617,0.49826616048812866,0.540730893611908,0.10898583382368088,0.4369184970855713,0.1305316537618637,0.4369185268878937,0.10497113317251205,0.4369184970855713,0.08228603005409241,0.4369184970855713,0.06650520116090775,0.4369184970855713,0.07669582962989807,0.4395676851272583
14,0.04142877459526062,0.4939419627189636,0.019402656704187393,0.4939419627189636,0.01406037900596857,0.4939419627189636,0.013718490488827229,0.4939419627189636,0.014755216427147388,0.4939419627189636,0.024681368842720985,0.4966445863246918,0.014504860155284405,0.4966437816619873,0.006149918772280216,0.4966445863246918,0.005911580752581358,0.4966445863246918,0.005579295102506876,0.4966445863246918,0.8060352206230164,0.1378820240497589,0.37187105417251587,0.22323130071163177,0.37186726927757263,0.1782515048980713,0.37187105417251587,0.1351848989725113,0.37187105417251587,0.09689126908779144,0.37187105417251587,0.07944829016923904,0.37517252564430237,0.025960389524698257,0.49670445919036865,0.01042456179857254,0.49670445919036865,0.0076245591044425964,0.49670445919036865,0.0072590080089867115,0.49670445919036865,0.007573350332677364,0.49670445919036865,0.014254806563258171,0.49826616048812866,0.0075435577891767025,0.49826616048812866,0.0030243240762501955,0.49826616048812866,0.0026548884343355894,0.49826616048812866,0.00263153831474483,0.49826616048812866,0.5215736031532288,0.10399901866912842,0.4369184970855713,0.12903237342834473,0.4369184970855713,0.10472982376813889,0.4369184970855713,0.08116503804922104,0.4369184970855713,0.061272673308849335,0.4369184970855713,0.06117302551865578,0.43836918473243713
15,0.04099560156464577,0.4939419627189636,0.01901819556951523,0.4939419627189636,0.013882741332054138,0.4939419627189636,0.013505738228559494,0.4939419627189636,0.014716587029397488,0.4939419627189636,0.024479225277900696,0.4966445863246918,0.014413188211619854,0.49664387106895447,0.006060018669813871,0.4966445863246918,0.005717297084629536,0.4966445863246918,0.00541092362254858,0.4966445863246918,0.7986963391304016,0.13514123857021332,0.37187105417251587,0.22159600257873535,0.37186798453330994,0.1776905208826065,0.37187105417251587,0.13418300449848175,0.37187105417251587,0.09668932855129242,0.37187105417251587,0.07874667644500732,0.3760930895805359,0.02482566237449646,0.49670445919036865,0.010224021971225739,0.49670445919036865,0.007393788546323776,0.49670445919036865,0.007193127181380987,0.49670445919036865,0.007707964163273573,0.49670445919036865,0.013781079091131687,0.49826616048812866,0.007463372778147459,0.49826616048812866,0.003026795107871294,0.49826616048812866,0.002783786738291383,0.49826616048812866,0.002616387791931629,0.49826616048812866,0.5267630219459534,0.10653944313526154,0.4369184970855713,0.12907539308071136,0.4369184970855713,0.1044333428144455,0.4369184970855713,0.08066438883543015,0.4369184970855713,0.062301795929670334,0.4369184970855713,0.07028398662805557,0.44366002082824707
16,0.040617771446704865,0.4939419627189636,0.018559232354164124,0.4939419627189636,0.013725962489843369,0.4939419627189636,0.013326653279364109,0.4939419627189636,0.01462231483310461,0.4939419627189636,0.02428545616567135,0.4966445863246918,0.014256544411182404,0.49664410948753357,0.005991973914206028,0.4966445863246918,0.005615755915641785,0.4966445863246918,0.005297119729220867,0.4966445863246918,0.7887555360794067,0.13113443553447723,0.37187105417251587,0.2197817713022232,0.3718685507774353,0.17676641047000885,0.37187105417251587,0.1328321248292923,0.37187105417251587,0.09506344795227051,0.37187105417251587,0.07859615981578827,0.37668997049331665,0.024769436568021774,0.49670445919036865,0.009913405403494835,0.49670445919036865,0.007195864338427782,0.49670445919036865,0.007031228393316269,0.49670445919036865,0.00798465684056282,0.49670445919036865,0.013751871883869171,0.49826616048812866,0.0073623014613986015,0.49826616048812866,0.002946052933111787,0.49826616048812866,0.0025844620540738106,0.49826616048812866,0.0025267270393669605,0.49826616048812866,0.5167808532714844,0.10415196418762207,0.4369184970855713,0.12798628211021423,0.43691855669021606,0.10395275801420212,0.4369184970855713,0.0793287605047226,0.4369184970855713,0.06039617955684662,0.4369184970855713,0.0642603188753128,0.44124215841293335
17,0.040169622749090195,0.4939419627189636,0.017822202295064926,0.4939419627189636,0.013562609441578388,0.4939419627189636,0.012997176498174667,0.4939419627189636,0.014452851377427578,0.4939419627189636,0.024077562615275383,0.4966445863246918,0.014081256464123726,0.4966442286968231,0.005916011054068804,0.4966445863246918,0.005452565383166075,0.4966445863246918,0.005149503238499165,0.4966445863246918,0.7770581841468811,0.12635521590709686,0.37187105417251587,0.21864739060401917,0.3718688189983368,0.17620949447155,0.37187105417251587,0.13183416426181793,0.37187105417251587,0.09344176203012466,0.37187105417251587,0.07556118071079254,0.3770105540752411,0.02388831228017807,0.49670445919036865,0.009380422532558441,0.49670445919036865,0.00716071343049407,0.49670445919036865,0.00692597683519125,0.49670445919036865,0.007511025760322809,0.49670445919036865,0.013767054304480553,0.49826616048812866,0.007232332136482,0.49826616048812866,0.002909867325797677,0.49826616048812866,0.00247790664434433,0.49826616048812866,0.0024644313380122185,0.49826616048812866,0.5104463696479797,0.10498052090406418,0.4369184970855713,0.12724566459655762,0.43691858649253845,0.10355141758918762,0.4369184970855713,0.07900944352149963,0.4369184970855713,0.056710559874773026,0.4369184970855713,0.061504486948251724,0.44336163997650146
18,0.039577145129442215,0.4939419627189636,0.017064936459064484,0.4939419627189636,0.013394697569310665,0.4939419627189636,0.01254357025027275,0.4939419627189636,0.013950083404779434,0.4939419627189636,0.02387276664376259,0.4966445863246918,0.013867402449250221,0.4966442286968231,0.005835128016769886,0.4966445863246918,0.005316949915140867,0.4966445863246918,0.0049839019775390625,0.4966445863246918,0.7673879861831665,0.12323703616857529,0.37187105417251587,0.21728892624378204,0.3718692362308502,0.17547044157981873,0.37187105417251587,0.13083051145076752,0.37187105417251587,0.09226537495851517,0.37187105417251587,0.07412490248680115,0.3776572048664093,0.02375381626188755,0.49670445919036865,0.009138254448771477,0.49670445919036865,0.007002803031355143,0.49670445919036865,0.006448984611779451,0.49670445919036865,0.007287529297173023,0.49670445919036865,0.013407684862613678,0.49826616048812866,0.007150458637624979,0.49826616048812866,0.002879390260204673,0.49826616048812866,0.0024828147143125534,0.49826616048812866,0.0023730883840471506,0.49826616048812866,0.5539538860321045,0.115811787545681,0.4369184970855713,0.12695543467998505,0.4369185268878937,0.10335838049650192,0.4369184970855713,0.07955342531204224,0.4369184970855713,0.06913235783576965,0.4369184970855713,0.11102163046598434,0.44226181507110596
19,0.03891611099243164,0.4939419627189636,0.016747895628213882,0.4939419627189636,0.013173659332096577,0.4939419627189636,0.012026669457554817,0.4939419627189636,0.013269653543829918,0.4939419627189636,0.02366711013019085,0.4966445863246918,0.013533108867704868,0.4966444671154022,0.005765605717897415,0.4966445863246918,0.005219330545514822,0.4966445863246918,0.004851185251027346,0.4966445863246918,0.7568668127059937,0.11948942393064499,0.37187105417251587,0.2157752960920334,0.371869295835495,0.1744958460330963,0.37187105417251587,0.12965476512908936,0.37187105417251587,0.09163949638605118,0.37187105417251587,0.07239610701799393,0.3785144090652466,0.023372502997517586,0.49670445919036865,0.009082645177841187,0.49670445919036865,0.006838723085820675,0.49670445919036865,0.00617754552513361,0.49670445919036865,0.0073012602515518665,0.49670445919036865,0.013519255444407463,0.49826616048812866,0.006808828096836805,0.49826616048812866,0.0028002182953059673,0.49826616048812866,0.0023515650536864996,0.49826616048812866,0.002273260848596692,0.49826616048812866,0.5032111406326294,0.10262785851955414,0.4369184970855713,0.1253717839717865,0.4369185268878937,0.10288485139608383,0.4369184970855713,0.07733455300331116,0.4369184970855713,0.05604870989918709,0.4369184970855713,0.06476309895515442,0.44492030143737793
