epoch,edge_final_output_loss,edge_final_output_my_mean_iou,edge_side_output_1_loss,edge_side_output_1_my_mean_iou,edge_side_output_2_loss,edge_side_output_2_my_mean_iou,edge_side_output_3_loss,edge_side_output_3_my_mean_iou,edge_side_output_4_loss,edge_side_output_4_my_mean_iou,line_final_output_loss,line_final_output_my_mean_iou,line_side_output_1_loss,line_side_output_1_my_mean_iou,line_side_output_2_loss,line_side_output_2_my_mean_iou,line_side_output_3_loss,line_side_output_3_my_mean_iou,line_side_output_4_loss,line_side_output_4_my_mean_iou,loss,surface_final_output_loss,surface_final_output_my_mean_iou,surface_side_output_1_loss,surface_side_output_1_my_mean_iou,surface_side_output_2_loss,surface_side_output_2_my_mean_iou,surface_side_output_3_loss,surface_side_output_3_my_mean_iou,surface_side_output_4_loss,surface_side_output_4_my_mean_iou,surface_side_output_5_loss,surface_side_output_5_my_mean_iou,val_edge_final_output_loss,val_edge_final_output_my_mean_iou,val_edge_side_output_1_loss,val_edge_side_output_1_my_mean_iou,val_edge_side_output_2_loss,val_edge_side_output_2_my_mean_iou,val_edge_side_output_3_loss,val_edge_side_output_3_my_mean_iou,val_edge_side_output_4_loss,val_edge_side_output_4_my_mean_iou,val_line_final_output_loss,val_line_final_output_my_mean_iou,val_line_side_output_1_loss,val_line_side_output_1_my_mean_iou,val_line_side_output_2_loss,val_line_side_output_2_my_mean_iou,val_line_side_output_3_loss,val_line_side_output_3_my_mean_iou,val_line_side_output_4_loss,val_line_side_output_4_my_mean_iou,val_loss,val_surface_final_output_loss,val_surface_final_output_my_mean_iou,val_surface_side_output_1_loss,val_surface_side_output_1_my_mean_iou,val_surface_side_output_2_loss,val_surface_side_output_2_my_mean_iou,val_surface_side_output_3_loss,val_surface_side_output_3_my_mean_iou,val_surface_side_output_4_loss,val_surface_side_output_4_my_mean_iou,val_surface_side_output_5_loss,val_surface_side_output_5_my_mean_iou
0,0.4722672998905182,0.49468323588371277,0.09850694984197617,0.49477967619895935,1.7667407989501953,0.25264132022857666,0.35524651408195496,0.23884516954421997,0.3456849753856659,0.27004000544548035,0.48205479979515076,0.3793397843837738,2.6239731311798096,0.15880325436592102,0.34855228662490845,0.3643023371696472,0.373055100440979,0.2283671796321869,0.34925663471221924,0.24495843052864075,4.178065776824951,1.1142163276672363,0.4261740446090698,3.6092453002929688,0.11511245369911194,0.6702238321304321,0.3418006896972656,0.35404476523399353,0.30748167634010315,0.35107702016830444,0.3269941210746765,0.34673234820365906,0.2908816337585449,0.4682903289794922,0.4960985779762268,0.09542592614889145,0.4955216944217682,1.303550124168396,0.25121650099754333,0.35352203249931335,0.2463461458683014,0.3455325961112976,0.27039751410484314,0.4421287178993225,0.4684922397136688,0.8561548590660095,0.4350816309452057,0.3473082184791565,0.36275148391723633,0.37269872426986694,0.229031503200531,0.34954842925071716,0.23656736314296722,3.666494131088257,1.0266178846359253,0.44608867168426514,2.6702311038970947,0.14654281735420227,0.59502112865448,0.33665746450424194,0.35342517495155334,0.2802357077598572,0.3501298129558563,0.3257128894329071,0.34669920802116394,0.2842789590358734
1,0.4633959233760834,0.49463391304016113,0.10268963128328323,0.4941289722919464,1.2724882364273071,0.25225117802619934,0.3540339469909668,0.24940639734268188,0.3452105224132538,0.2739120423793793,0.4325549602508545,0.4800678789615631,0.5618618130683899,0.46019870042800903,0.3470018208026886,0.3696821928024292,0.3752075731754303,0.2278185933828354,0.3498377501964569,0.23475679755210876,3.626091718673706,1.0446244478225708,0.4261740446090698,2.5390634536743164,0.15009602904319763,0.6110213398933411,0.3364643454551697,0.3537274897098541,0.2960797846317291,0.3501017689704895,0.32636144757270813,0.3466598391532898,0.29574185609817505,0.45829305052757263,0.49600735306739807,0.10006587207317352,0.49476638436317444,0.6813300848007202,0.2515427768230438,0.3542216718196869,0.27223414182662964,0.34464022517204285,0.27687403559684753,0.4209895730018616,0.49687492847442627,0.07807082682847977,0.4949711263179779,0.3470378816127777,0.36374571919441223,0.3747360110282898,0.22696511447429657,0.35003477334976196,0.23232491314411163,3.1381070613861084,0.8625540137290955,0.44608867168426514,1.4516346454620361,0.26539939641952515,0.5491495728492737,0.3379875123500824,0.35298046469688416,0.2809886336326599,0.3482842743396759,0.3281661868095398,0.3465110659599304,0.2913036346435547
2,0.4558127820491791,0.4948737919330597,0.10484618693590164,0.49377068877220154,0.6030845642089844,0.2557052671909332,0.35573720932006836,0.27470773458480835,0.34448203444480896,0.27877017855644226,0.41720542311668396,0.496814489364624,0.0635775551199913,0.49607178568840027,0.34699416160583496,0.37003663182258606,0.3768496513366699,0.22505956888198853,0.35040611028671265,0.23253293335437775,3.0912513732910156,0.8436108827590942,0.4261740446090698,1.365363597869873,0.27837881445884705,0.5617621541023254,0.34098589420318604,0.35333016514778137,0.294790655374527,0.3478686213493347,0.3289340138435364,0.34645771980285645,0.3032260537147522,0.4598812460899353,0.49653899669647217,0.09739609807729721,0.49417468905448914,0.38752445578575134,0.2992391288280487,0.3581090271472931,0.2811437249183655,0.3448476195335388,0.2762294113636017,0.4104318916797638,0.4984641671180725,0.05018197000026703,0.4977966547012329,0.3470745384693146,0.36375322937965393,0.3750287890434265,0.22600147128105164,0.3504882752895355,0.23278126120567322,2.8207314014434814,0.6764574646949768,0.44608867168426514,0.890546977519989,0.3510318994522095,0.5270861983299255,0.33334672451019287,0.35338884592056274,0.27892789244651794,0.34471237659454346,0.33221906423568726,0.3461356461048126,0.3041510283946991
3,0.45522281527519226,0.4952845871448517,0.10063276439905167,0.49319595098495483,0.3807929754257202,0.3151036202907562,0.3591727018356323,0.2792835235595703,0.3448328673839569,0.27785634994506836,0.4061708152294159,0.4976239800453186,0.04537525027990341,0.4974445700645447,0.3470168113708496,0.36997365951538086,0.3770029842853546,0.2245599329471588,0.3508760333061218,0.23364762961864471,2.814159393310547,0.6773972511291504,0.4261740446090698,0.8936884999275208,0.3440088629722595,0.5344330072402954,0.3343106508255005,0.353775292634964,0.2930627167224884,0.3446870446205139,0.331618070602417,0.3460826873779297,0.31868261098861694,0.44251173734664917,0.4969397187232971,0.09243790060281754,0.49485835433006287,0.3515683710575104,0.32489874958992004,0.3590637445449829,0.28389275074005127,0.345368891954422,0.27604782581329346,0.39781638979911804,0.49899792671203613,0.0479382760822773,0.49785563349723816,0.34688857197761536,0.36405321955680847,0.3749362528324127,0.22616426646709442,0.35084354877471924,0.23301424086093903,2.6530516147613525,0.5808467864990234,0.44608867168426514,0.6071264147758484,0.3960512578487396,0.5015057325363159,0.3167959153652191,0.3533436954021454,0.28165560960769653,0.34208524227142334,0.33529072999954224,0.3456973433494568,0.3261184096336365
4,0.43487805128097534,0.49536892771720886,0.09580495953559875,0.4934600591659546,0.35319197177886963,0.3190927803516388,0.35929057002067566,0.2839822471141815,0.3452344536781311,0.2783602476119995,0.3933970630168915,0.49795612692832947,0.043972086161375046,0.4975394010543823,0.3468252718448639,0.37033167481422424,0.37687188386917114,0.22496651113033295,0.3512260317802429,0.23411162197589874,2.6546289920806885,0.5890680551528931,0.4261740446090698,0.6327330470085144,0.3824215233325958,0.5091999769210815,0.31202399730682373,0.3536882698535919,0.29621976613998413,0.34259673953056335,0.33384430408477783,0.34570130705833435,0.3374684154987335,0.4168158173561096,0.4969020485877991,0.087703175842762,0.49513712525367737,0.3600747287273407,0.29501107335090637,0.35817116498947144,0.288114070892334,0.345248281955719,0.2801188826560974,0.3842872977256775,0.4990347623825073,0.047524046152830124,0.4978993833065033,0.3467295467853546,0.364322304725647,0.3746912181377411,0.22668054699897766,0.3511058986186981,0.23337215185165405,2.5386667251586914,0.5218226909637451,0.44608867168426514,0.4668295979499817,0.42108020186424255,0.4903930127620697,0.2898235321044922,0.35322505235671997,0.28639698028564453,0.3408164083957672,0.33806169033050537,0.34528103470802307,0.3438178598880768
5,0.40811866521835327,0.49553537368774414,0.09116926044225693,0.4937663674354553,0.3706497550010681,0.2848050594329834,0.35864123702049255,0.29106515645980835,0.3449915647506714,0.2838050425052643,0.37988391518592834,0.49804922938346863,0.043658189475536346,0.4975756108760834,0.3466607630252838,0.37057363986968994,0.3766111135482788,0.22559280693531036,0.35148197412490845,0.23426304757595062,2.5498950481414795,0.5361665487289429,0.4261740446090698,0.5147581696510315,0.40502509474754333,0.5001518130302429,0.2816118001937866,0.3535183072090149,0.29851147532463074,0.34157517552375793,0.33694106340408325,0.34532690048217773,0.35207322239875793,0.39331138134002686,0.49698179960250854,0.08329437673091888,0.49543407559394836,0.3832278251647949,0.2783532440662384,0.35787686705589294,0.29391762614250183,0.3446269929409027,0.28972455859184265,0.3706105947494507,0.4985595643520355,0.04740199074149132,0.49792176485061646,0.3465724587440491,0.3644469380378723,0.37433940172195435,0.22736501693725586,0.3513093590736389,0.23314997553825378,2.460599422454834,0.48485067486763,0.44608867168426514,0.4022991955280304,0.43340879678726196,0.48638302087783813,0.2653627395629883,0.353317528963089,0.28884294629096985,0.34013602137565613,0.34084552526474,0.3448845446109772,0.3560449481010437
6,0.38605570793151855,0.4957406222820282,0.0868782252073288,0.49418798089027405,0.3922904431819916,0.27194520831108093,0.3587713837623596,0.29578322172164917,0.3443518579006195,0.29228052496910095,0.36634525656700134,0.4979041814804077,0.04356437548995018,0.49758997559547424,0.34650275111198425,0.37069374322891235,0.37624475359916687,0.22624526917934418,0.35167384147644043,0.23420870304107666,2.4780616760253906,0.5025441646575928,0.4261740446090698,0.46621111035346985,0.4155157804489136,0.4950594902038574,0.2574840784072876,0.35361525416374207,0.29978618025779724,0.34108084440231323,0.3391954004764557,0.34498000144958496,0.36242860555648804,0.37421658635139465,0.49714356660842896,0.0795915424823761,0.4958340525627136,0.3943313658237457,0.272727370262146,0.35723966360092163,0.2957901954650879,0.3440330922603607,0.2979533076286316,0.3573034107685089,0.4986216127872467,0.04733240231871605,0.49792683124542236,0.34640222787857056,0.3645322024822235,0.37389811873435974,0.22803594172000885,0.35146671533584595,0.23311889171600342,2.398075580596924,0.45835915207862854,0.44608867168426514,0.3693259656429291,0.4403451383113861,0.4800672233104706,0.24987216293811798,0.35332393646240234,0.2909683287143707,0.33966973423957825,0.342862606048584,0.3444940149784088,0.36741867661476135
7,0.36783933639526367,0.4959215521812439,0.08336745202541351,0.4943724274635315,0.4016011953353882,0.2673281133174896,0.3580915629863739,0.2967919111251831,0.34382110834121704,0.2989742159843445,0.3532595634460449,0.4978659451007843,0.04352158308029175,0.49759653210639954,0.34633252024650574,0.3707524538040161,0.37578707933425903,0.22682978212833405,0.35182130336761475,0.23431240022182465,2.4181346893310547,0.4777906835079193,0.4261740446090698,0.43906158208847046,0.42221394181251526,0.48594343662261963,0.24324506521224976,0.35365182161331177,0.30147480964660645,0.34071287512779236,0.340579092502594,0.3446313142776489,0.3723982870578766,0.35711491107940674,0.497262567281723,0.07661288231611252,0.4960741698741913,0.3996437191963196,0.27040985226631165,0.35584595799446106,0.29532065987586975,0.34356358647346497,0.3034866452217102,0.344706267118454,0.4986460506916046,0.047268740832805634,0.49793294072151184,0.3462170958518982,0.3644264042377472,0.37338167428970337,0.22868886590003967,0.3515844941139221,0.23327741026878357,2.342881441116333,0.4374123811721802,0.44608867168426514,0.3501671552658081,0.4439941644668579,0.4687226116657257,0.24451665580272675,0.35323721170425415,0.292472243309021,0.3392904996871948,0.34437796473503113,0.3441082835197449,0.3781397044658661
8,0.3512245714664459,0.49606069922447205,0.08048665523529053,0.4944888949394226,0.4060458540916443,0.26547643542289734,0.3563806116580963,0.29587191343307495,0.34342652559280396,0.3030097186565399,0.3409307897090912,0.49789515137672424,0.043487243354320526,0.4976000189781189,0.3461490571498871,0.3707105815410614,0.37525635957717896,0.2275877594947815,0.3519296646118164,0.23436936736106873,2.364208221435547,0.4578600823879242,0.4261740446090698,0.4217279851436615,0.4250687062740326,0.472083181142807,0.2396082878112793,0.353583425283432,0.3027244806289673,0.3404034376144409,0.3418169915676117,0.3442797362804413,0.38193801045417786,0.34161052107810974,0.4973693788051605,0.07422930747270584,0.4961744248867035,0.40239182114601135,0.26968666911125183,0.35423561930656433,0.2930801808834076,0.34319859743118286,0.30632469058036804,0.3330230712890625,0.4986531436443329,0.0472092404961586,0.49793294072151184,0.3460172712802887,0.3643462657928467,0.37278446555137634,0.23106926679611206,0.351663202047348,0.2332802414894104,2.293259382247925,0.42030054330825806,0.44608867168426514,0.3373314142227173,0.44434690475463867,0.4529479742050171,0.24691373109817505,0.35308530926704407,0.2934168577194214,0.33895143866539,0.34592217206954956,0.3437264561653137,0.3874163329601288
9,0.3361717164516449,0.49609026312828064,0.07825765758752823,0.49466171860694885,0.4083039164543152,0.264937162399292,0.3544602692127228,0.2932516634464264,0.3431236147880554,0.3051692545413971,0.32955172657966614,0.4979077875614166,0.04345351830124855,0.4976000189781189,0.3459499180316925,0.37073230743408203,0.37465900182724,0.2292308211326599,0.35199856758117676,0.23442351818084717,2.31583571434021,0.4415806233882904,0.4261740446090698,0.4098658859729767,0.42504870891571045,0.454540878534317,0.2442144751548767,0.35345688462257385,0.3031024634838104,0.34016045928001404,0.34308934211730957,0.34394484758377075,0.38910356163978577,0.3277951180934906,0.497406005859375,0.0723462775349617,0.4962780475616455,0.4039607346057892,0.26974937319755554,0.35312381386756897,0.28984007239341736,0.3428840637207031,0.30870649218559265,0.32234814763069153,0.4986562132835388,0.0471501462161541,0.49793294072151184,0.34580689668655396,0.36455684900283813,0.3721161186695099,0.23252876102924347,0.35170549154281616,0.2334395945072174,2.2491085529327393,0.4060879945755005,0.44608867168426514,0.3278196454048157,0.4454253613948822,0.4351710379123688,0.25705307722091675,0.3528822362422943,0.2940419018268585,0.33863693475723267,0.34742289781570435,0.3433477282524109,0.3955519199371338
